kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
9579.1;2300-2400;;MRC;Medi 1;F;NAf;n;1;;
9579.4;0000-0930;;PHL;PBS Radiyo Magasin DZRM;TAG;PHL;m;1;;
9580;0300-0600;;ARS;BSKSA 2;A;ME;j;1;;
9580;1700-2200;;ARS;BSKSA 2;A;ME;j;1;;
9580;1800-2300;;ARS;BSKSA Holy Quran;A;Af;;1;;
9580;0800-1000;;AUS;Radio Australia;E;SOc;s;1;;
9580;1000-1500;;AUS;Radio Australia;E;SOc;s;1;;
9580;1600-1630;;AUS;Radio Australia;E;SEA;/SNG;0;;
9580;1700-2100;;AUS;Radio Australia;E;SOc;s;1;;
9580;0100-0200;;CHN;China Radio Int.;E;ENA;/CUB;0;;
9580;0200-0300;;CHN;China Radio Int.;M;ENA;/CUB;0;;
9580;0200-0700;;CHN;PBS Xizang;TB;CHN;t;1;;
9580;0700-0800;We-Mo;CHN;PBS Xizang;E;CHN;t;1;;
9580;0800-0930;We-Mo;CHN;PBS Xizang;TB;CHN;t;1;;
9580;0500-2300;;GAB;Africa No.1;F;CAf;;1;;
9580;0100-0200;;KOR;KBS World Radio;J;J;k;0;;
9580;0200-0300;;KOR;KBS World Radio;E;SAm;k;0;;
9580;2300-2315;SaSu;SUI;Radio Reveil Paroles;F;Af;/GAB;1;;
9585;0700-0200;;B;Super Rádio Deus é Amor;P;SAm;sg;3;;
9585;2000-2030;;CHN;China Radio Int.;SR;Eu;ka;0;;
9585;2030-2100;;CHN;China Radio Int.;HU;Eu;ka;0;;
9585;1500-1530;;CHN;CNR1 Jammer;M;FE;;0;;
9585;2300-2400;;CHN;CNR1 Jammer;M;FE;;0;;
9585;1330-1430;;IRN;IRIB Voice of I.R.Iran;J;J;s;6;0912;3103
9585;1440-1525;SaSu;SWZ;Trans World Radio;F;MDG;;0;;
9585;1455-1525;Mo-Fr;SWZ;Trans World Radio;MSY;MDG;;0;;
9585;1800-1900;;THA;Radio Thailand;T;Eu;u;0;;
9585;1900-2000;;THA;Radio Thailand;E;Eu;u;0;;
9585;2300-2400;;USA;Radio Free Asia;M;FE;/MRA-s;0;;
9585;1700-1800;;USA;Radio Liberty;R;Cau;/D-w;0;;
9585;1500-1530;;USA;Voice of America;UZ;CAs;/D-L;0;;
9590;0100-0300;;CHN;China Radio Int.;S;SAm;ka;0;;
9590;0500-0700;;CHN;China Radio Int.;A;ME;/ALB;0;;
9590;1100-1200;;CHN;China Radio Int.;CA;SEA;k;0;;
9590;1200-1300;;CHN;China Radio Int.;R;EEu;s;0;;
9590;1500-1600;;CHN;China Radio Int.;M;Eu;ka;0;;
9590;2300-0100;;CHN;China Radio Int.;S;SAm;ka;0;;
9590;1900-2000;Sa;E;Radio Exterior España;F;Af;;0;;
9590;0130-0230;;MYA;Thazin Radio;WA;SEA;p;1;;
9590;0230-0330;;MYA;Thazin Radio;POR;SEA;p;1;;
9590;0430-0530;;MYA;Thazin Radio;K-G;SEA;p;1;;
9590;0530-0630;;MYA;Thazin Radio;KOK;SEA;p;1;;
9590;0630-0730;;MYA;Thazin Radio;KA;SEA;p;1;;
9590;0730-0830;;MYA;Thazin Radio;SHA;SEA;p;1;;
9590;1600-1700;;USA;WYFR Family Radio;SWA;EAf;/MDG;6;2810;2511
9595;1700-1730;;G;FEBA Radio;OO;EAf;/RRW;0;;
9595;1730-1757;;G;FEBA Radio;TIG;EAf;/RRW;0;;
9595;0015-0430;;IND;All India Radio GOS;UR;PAK;k;1;;
9595;0700-0800;;IND;All India Radio GOS;NE;NPL;d;1;;
9595;0830-1130;;IND;All India Radio GOS;UR;PAK;d;1;;
9595;1615-1715;;IND;All India Radio GOS;R;EEu;b;1;;
9595;2155-1500;;J;Radio Nikkei 1;J;FE;c;1;;
9595;1400-1500;;USA;Radio Liberty;UZ;CAs;/D-w;0;;
9595;1830-1900;;USA;Voice of America;AZ;Cau;/CLN-i;0;;
9595;1900-2300;Mo-Fr;USA;World Harvest Radio;E,S;Car;c;0;;
9600;0100-0200;;CHN;China Radio Int.;M;SEA;n;0;;
9600;1200-1300;;CHN;China Radio Int.;E;SEA;k;0;;
9600;1300-1400;;CHN;China Radio Int.;BE;SAs;a;0;;
9600;1400-1500;;CHN;China Radio Int.;KH;SEA;n;0;;
9600;1500-1530;;CHN;China Radio Int.;FS;ME;ka;0;;
9600;1600-1700;;CHN;China Radio Int.;E;AFG;j;0;;
9600;2000-2200;;CHN;China Radio Int.;E;Eu;ka;0;;
9600;0200-0800;;CHN;PBS Xinjiang;M;CHN;uc;6;2810;0312
9600;0300-1200;;CHN;PBS Xinjiang;M;CHN;uc;1;0412;
9600;0800-1100;13567;CHN;PBS Xinjiang;M;CHN;uc;6;2810;0312
9600;1100-1400;;CHN;PBS Xinjiang;M;CHN;uc;6;2810;0312
9600;2200-2230;;CVA;Radio Vaticana;M;FE;/PHL-t;0;;
9600;2315-2400;;CVA;Radio Vaticana;VN;SEA;/PHL-t;0;;
9600;0630-0656;;ROU;Radio Romania DIGITAL;E;WEu;g;0;;
9605;1500-1700;;CHN;CNR1 Jammer;M;FE;;0;;
9605;1600-1630;Sa;D;Evang.Missionsgemeinden;R;EEu;w;0;;
9605;1900-2000;Mo-Fr;E;Radio Exterior España;E;Af;;0;;
9605;2000-2100;Mo-Fr;E;Radio Exterior España;F;ME;;0;;
9605;1800-1830;;G;BBC;F;NAf;s;0;;
9605;1830-1930;;IRN;IRIB Voice of I.R.Iran;AL;Eu;k;0;;
9605;2030-2130;;IRN;IRIB Voice of I.R.Iran;AL;Eu;k;0;;
9605;0100-0200;;KOR;KBS World Radio;S;SAm;/XUU;6;1502;1502
9605;1500-1700;;USA;Radio Free Asia;M;FE;/MRA-s;0;;
9605;0100-0200;Mo;USA;World Harvest Radio;E;CAm;c;0;;
9610;0300-0400;;CHN;China National Radio 8;MO;CHN;B;1;;
9610;0400-0500;;CHN;China National Radio 8;K;CHN;B;1;;
9610;0600-0700;Th-Tu;CHN;China National Radio 8;K;CHN;B;1;;
9610;0000-0100;;CHN;China Radio Int.;HK;SEA;k;0;;
9610;0100-0200;;CHN;China Radio Int.;AM;SEA;k;0;;
9610;1400-1500;;CHN;China Radio Int.;SI;CLN;j;0;;
9610;1500-1600;;CHN;China Radio Int.;BE;SAs;k;0;;
9610;1700-1800;;CHN;China Radio Int.;HR;Eu;ka;0;;
9610;1300-1330;;D;Deutsche Welle;M;FE;/SNG;6;2810;3112
9610;0430-0530;;IRN;IRIB Voice of I.R.Iran;KUs;ME;s;0;;
9610;2130-2230;;TUR;Voice of Turkey;E;SAs;e;0;;
9610;2130-2230;;TUR;Voice of Turkey;E;Oc;e;0;;
9610;0300-0330;;USA;Adventist World Radio;OO;EAf;/D-n;0;;
9610;0330-0400;;USA;Adventist World Radio;AH;ETH;/D-n;0;;
9610;1000-1100;Su;USA;Adventist World Radio;I;SEu;/D-n;0;;
9615;1000-1200;;ALS;KNLS New Life Station;M;FE;ap;0;;
9615;1200-1300;;ALS;KNLS New Life Station;E;FE;ap;0;;
9615;1400-1500;;ALS;KNLS New Life Station;M;FE;ap;0;;
9615;0700-0200;;B;Rádio Cultura AM;P;SAm;sc;3;;
9615;1200-1300;;CHN;China National Radio 8;MO;CHN;B;1;;
9615;1800-2000;;CHN;China Radio Int.;D;WEu;u;0;;
9615;1630-1700;;G;BBC;SI;CLN;/OMA;0;;
9615;0500-0600;SaSu;USA;World Harvest Radio;E;WAf;c;0;;
9615;0600-0700;SaSu;USA;World Harvest Radio;E;NAf;c;0;;
9620;0900-1100;;CHN;China National Radio 6;HK;CHN;B;1;;
9620;1100-1605;;CHN;China National Radio 6;M;CHN;B;1;;
9620;1500-1600;;CHN;China Radio Int.;PS;AFG;ka;0;;
9620;1630-1730;;CHN;China Radio Int.;HA;NIG;ka;0;;
9620;0100-0600;;CHN;CNR 2 China Business R.;M;CHN;B;1;;
9620;0600-0900;Th-Tu;CHN;CNR 2 China Business R.;M;CHN;B;1;;
9620;2300-0100;;CHN;CNR 2 China Business R.;M;CHN;B;5;;
9620;2300-0500;;E;Radio Exterior España;S;SAm;;0;;
9620;1230-1500;;IND;All India Radio GOS;SD;PAK;a;1;;
9620;1500-1600;;IND;All India Radio GOS;BC;PAK;a;1;;
9620;1615-1730;;IND;All India Radio GOS;FS;ME;a;1;;
9620;1730-1945;;IND;All India Radio GOS;A;ME;a;1;;
9620;1945-2030;;IND;All India Radio GOS;F;WAf;a;1;;
9620;0200-0500;;J;NHK Radio Japan;J;ME;/D-w;0;;
9620;2200-2300;;J;NHK Radio Japan;J;ME;/D-w;0;;
9620;2130-2200;Mo-Fr;USA;Voice of America;BM;WAf;/STP;6;0403;3003
9621;0000-2400;;URG;SODRE;S;SAm;;8;;
9625;0700-1200;Mo-Fr;AFS;Channel Africa;E;SAf;;0;;
9625;1200-1300;Mo-Fr;AFS;Channel Africa;NY;SAf;;0;;
9625;1300-1400;Mo-Fr;AFS;Channel Africa;LOZ;SAf;;0;;
9625;1400-1500;Mo-Fr;AFS;Channel Africa;P;SAf;;0;;
9625;1500-1600;Mo-Fr;AFS;Channel Africa;E;SAf;;0;;
9625;1045-0230;;BOL;Radio Fides;S;BOL;;1;;
9625;0000-0300;Tu-Sa;CAN;Radio Canada Nord-Quebec;INU;CAN;;6;2810;3011
9625;0000-0506;SuMo;CAN;Radio Canada Nord-Quebec;E;CAN;;6;2810;3011
9625;0300-0506;Tu-Sa;CAN;Radio Canada Nord-Quebec;E;CAN;;6;2810;3011
9625;1100-1400;Sa;CAN;Radio Canada Nord-Quebec;E;CAN;;6;2810;3011
9625;1100-1400;Mo-Fr;CAN;Radio Canada Nord-Quebec;F;CAN;;6;2810;3011
9625;1100-1600;Su;CAN;Radio Canada Nord-Quebec;E;CAN;;6;2810;3011
9625;1400-1500;Sa;CAN;Radio Canada Nord-Quebec;F;CAN;;6;2810;3011
9625;1400-1600;Mo-Fr;CAN;Radio Canada Nord-Quebec;E;CAN;;6;2810;3011
9625;1500-2100;Sa;CAN;Radio Canada Nord-Quebec;E;CAN;;6;2810;3011
9625;1600-1800;Su;CAN;Radio Canada Nord-Quebec;F;CAN;;6;2810;3011
9625;1600-2300;Mo-Fr;CAN;Radio Canada Nord-Quebec;INU;CAN;;6;2810;3011
9625;1800-1900;Su;CAN;Radio Canada Nord-Quebec;E;CAN;;6;2810;3011
9625;1900-2000;Su;CAN;Radio Canada Nord-Quebec;INU;CAN;;6;2810;3011
9625;2000-2100;Su;CAN;Radio Canada Nord-Quebec;E;CAN;;6;2810;3011
9625;2100-2200;Su;CAN;Radio Canada Nord-Quebec;F;CAN;;6;2810;3011
9625;2100-2200;Sa;CAN;Radio Canada Nord-Quebec;F;CAN;;6;2810;3011
9625;2200-2300;SaSu;CAN;Radio Canada Nord-Quebec;E;CAN;;6;2810;3011
9625;2300-2400;;CAN;Radio Canada Nord-Quebec;E;CAN;;6;2810;3011
9625;2050-2300;;CVA;Radio Vaticana;M;FE;;6;2412;2412
9625;1000-1030;;J;NHK Radio Japan;E;Oc;;0;;
9625;2000-2100;;J;NHK Radio Japan;J;Oc;;0;;
9625;0800-0900;;RUS;Voice of Russia DIGITAL;R;Eu;k;0;;
9625;0800-1200;;RUS;Voice of Russia DIGITAL;E;Eu;k;0;;
9625;0900-1200;;RUS;Voice of Russia DIGITAL;D;Eu;k;0;;
9625;1200-1400;;RUS;Voice of Russia DIGITAL;E;Eu;k;0;;
9625;1200-1400;;RUS;Voice of Russia DIGITAL;R;Eu;k;0;;
9625;1400-1500;;TWN;Radio Taiwan Int.;VN;SEA;n;1;;
9625;1700-2000;;USA;Brother Stair;E;ME;/ARM;6;1912;0601
9630;0700-0220;;B;Rádio Aparecida;P;B;ap;3;;
9630;0100-0600;;CHN;China National Radio 1;M;CHN;q;1;;
9630;0600-0900;We-Mo;CHN;China National Radio 1;M;CHN;q;1;;
9630;0900-1200;;CHN;China National Radio 1;M;CHN;q;1;;
9630;1200-1400;;CHN;China National Radio 1;M;CHN;L;1;;
9630;2300-0100;;CHN;China National Radio 1;M;CHN;q;5;;
9630;1400-1700;;CHN;China National Radio 8;KZ;CHN;L;1;;
9630;0200-0600;;E;Radio Exterior España;S;SAm;/CTR;6;2511;2511
9630;0000-0200;;E;REE DIGITAL;S;NAm;/CTR;0;;
9630;1430-1530;;IRN;IRIB Voice of I.R.Iran;BE;SAs;k;0;;
9630;2030-2130;;IRN;IRIB Voice of I.R.Iran;S;SEu;s;0;;
9630;1551-1845;;NZL;RNZI DIGITAL;E;SOc;;6;0911;2901
9630;1651-1850;;NZL;RNZI DIGITAL;E;SOc;;6;3001;3103
9630;1708-1735;Mo;NZL;RNZI DIGITAL;F;SOc;;6;0911;3103
9630;1840-1850;Mo-Fr;NZL;RNZI DIGITAL;SM;SOc;;6;0911;3103
9630;0500-0530;;USA;Adventist World Radio;HA;WAf;/AUT;0;;
9635;2200-2300;;CHN;Firedrake;M;CHN;;1;;
9635;1630-1700;;CVA;Radio Vaticana;A;ME;;0;;
9635;0100-0200;;IND;All India Radio GOS;SD;PAK;a;1;;
9635;0800-1700;;MLI;RTV du Mali;BM;WAf;;1;;
9635;1700-1710;;MLI;RTV du Mali;F;WAf;;1;;
9635;1710-1800;;MLI;RTV du Mali;BM;WAf;;1;;
9635;1800-1945;;S;IBRA Radio;;CAf;/G-w;0;;
9635;1400-1430;;SRB;Int.Radio Serbia;E;Eu;s;8;;
9635;1430-1500;;SRB;Int.Radio Serbia;SR;Eu;s;8;;
9635;1500-1530;;SRB;Int.Radio Serbia;S;Eu;s;8;;
9635;1530-1600;;SRB;Int.Radio Serbia;A;Eu;s;8;;
9635;1600-1630;;SRB;Int.Radio Serbia;R;Eu;s;8;;
9635;1630-1700;;SRB;Int.Radio Serbia;F;Eu;s;8;;
9635;1700-1730;;SRB;Int.Radio Serbia;D;Eu;s;8;;
9635;1730-1745;;SRB;Int.Radio Serbia;M;Eu;s;8;;
9635;1745-1800;;SRB;Int.Radio Serbia;AL;Eu;s;8;;
9635;1800-1815;;SRB;Int.Radio Serbia;HU;Eu;s;8;;
9635;1815-1830;;SRB;Int.Radio Serbia;GR;Eu;s;8;;
9635;1830-1900;;SRB;Int.Radio Serbia;I;Eu;s;8;;
9635;2200-2300;;TWN;Sound of Hope;M;FE;s;1;;
9635;2145-1700;;VTN;Voice of Vietnam 1;VN;Oc;s;1;;
9640;2100-2300;;CHN;China Radio Int.;S;SEu;ka;0;;
9640;0030-0100;Mo-Fr;CUB;Radio Habana Cuba;S;CNA;;1;0111;
9640;0200-0300;;KOR;KBS World Radio;E;SEA;k;6;2810;3112
9640;1400-1500;;KOR;KBS World Radio;E;SEA;k;0;;
9640;1500-1600;;KOR;KBS World Radio;VN;SEA;k;0;;
9640;1600-1700;;KOR;KBS World Radio;E;SEA;k;0;;
9640;1200-1300;;USA;Voice of America;E;SEA;/PHL-t;0;;
9640;1300-1400;SaSu;USA;Voice of America;E;SEA;/PHL-t;0;;
9640;0400-0500;Sa;USA;World Harvest Radio;E;ME;c;6;2810;1511
9640;0400-0500;Sa-Th;USA;World Harvest Radio;E;ME;c;6;1611;3103
9640;0100-0130;;VTN;Voice of Vietnam;E;ENA;/G-w;0;;
9640;0130-0230;;VTN;Voice of Vietnam;VN;ENA;/G-w;0;;
9640;0230-0300;;VTN;Voice of Vietnam;E;ENA;/G-w;0;;
9640;0330-0400;;VTN;Voice of Vietnam;E;ENA;/G-w;0;;
9645.4;0000-2400;;B;Rádio Bandeirantes, SP;P;B;sb;1;;
9645;0100-0600;;CHN;China National Radio 1;M;CHN;b;1;;
9645;0600-0830;We-Mo;CHN;China National Radio 1;M;CHN;b;4;;
9645;0600-0900;We-Mo;CHN;China National Radio 1;M;CHN;b;5;;
9645;0900-1100;;CHN;China National Radio 1;M;CHN;b;5;;
9645;2330-0100;;CHN;China National Radio 1;M;CHN;b;5;;
9645;1400-1700;;CHN;China National Radio 8;KZ;CHN;B;1;;
9645;1100-1200;;CHN;China Radio Int.;CA;SEA;b;0;;
9645;1200-1300;;CHN;China Radio Int.;E;SEA;b;0;;
9645;1830-2030;;CHN;China Radio Int.;F;WAf;k;0;;
9645;0000-0200;;CHN;CNR1 Jammer;M;FE;;0;;
9645;0500-0530;;CVA;Radio Vaticana;A;NAf;;2;;
9645;0630-0700;;CVA;Radio Vaticana;L;ME;;2;;
9645;0710-0830;Su;CVA;Radio Vaticana;RO;EEu;;2;;
9645;0745-0805;Mo-Sa;CVA;Radio Vaticana;A;NAf;;2;;
9645;1100-1130;Su;CVA;Radio Vaticana;Ang;WEu;;2;;
9645;1100-1130;;CVA;Radio Vaticana;Ang;WEu;;6;2612;2612
9645;1100-1130;01Jan;CVA;Radio Vaticana;Ang;WEu;;6;2912;0101
9645;2330-2400;;PHL;Radio Veritas Asia;KC;SEA;p;0;;
9645;1800-1830;;USA;Afia Darfur Radio;A;EAf;/D-w;0;;
9645;0100-0200;;USA;Radio Free Asia;UI;FE;/UAE;0;;
9645;0000-0100;;USA;Voice of America;TB;FE;/THA-u;0;;
9650;0700-1800;;AFS;Radio Sonder Grense;AF;NMB;;0;;
9650;1500-1600;;CHN;China Radio Int.;E;SEA;n;0;;
9650;2100-2300;24Dec;D;NDR Gruss an Bord;D;AUS;w;6;1312;2412
9650;1630-1700;;G;BBC;BE;SAs;/SNG;0;;
9650;1200-1300;;KOR;KBS World Radio;E;NAm;/CAN;6;2810;3110
9650;1400-1500;;KOR;KBS World Radio;K;NAm;/CAN;6;2810;3110
9650;0700-1300;;KRE;Voice of Korea;J;J;u;1;;
9650;2100-2400;;KRE;Voice of Korea;J;J;u;1;;
9650;0600-0630;;ROU;Radio Romania DIGITAL;F;SEu;g;0;;
9650;0200-0300;;TUR;Voice of Turkey;S;SAm;e;0;;
9650;1330-1400;;USA;Adventist World Radio;R;Sib;/GUM-a;0;;
9655;0800-1000;;ALS;KNLS New Life Station;M;FE;ap;0;;
9655;1500-1600;;ALS;KNLS New Life Station;M;FE;ap;0;;
9655;1700-1800;;ALS;KNLS New Life Station;M;FE;ap;0;;
9655;2355-0100;;CHN;China National Radio 13;UI;CHN;L;4;;
9655;0200-0300;;CHN;China Radio Int.;BE;SAs;k;0;;
9655;0600-0700;;CHN;China Radio Int.;M;SEA;n;0;;
9655;0700-0800;;CHN;China Radio Int.;M;SEA;n;0;;
9655;1200-1300;;CHN;China Radio Int.;M;SAs;ka;0;;
9655;1300-1400;;CHN;China Radio Int.;E;SAs;ka;0;;
9655;1400-1500;;CHN;China Radio Int.;AM;SEA;k;0;;
9655;1900-2000;;CHN;China Radio Int.;TU;ME;k;0;;
9655;2000-2100;;D;Deutsche Welle;E;CAf;/RRW;0;;
9655;2100-2200;;D;Deutsche Welle;E;Af;/RRW;0;;
9655;1800-1900;;EGY;Radio Cairo;I;Eu;a;0;;
9655;1600-1630;;J;NHK Radio Japan;M;SEA;;0;;
9655;1500-1600;;ROU;Radio Romania Int.;A;ME;g;0;;
9655;1600-1700;;ROU;Radio Romania Int.;RO;SEu;g;0;;
9655;0400-0500;;TUR;Voice of Turkey;E;Eu;e;0;;
9655;1700-1800;;USA;Voice of America;KU;ME;/D-b;0;;
9660;0000-0800;;AUS;Radio Australia;E;WOc;b;1;;
9660;2100-2400;;AUS;Radio Australia;E;WOc;b;1;;
9660;2300-0300;;CHN;CNR1 Jammer;M;FE;;1;;
9660;0300-0330;;CVA;Radio Vaticana;E;EAf;;0;;
9660;0330-0345;Su;CVA;Radio Vaticana;SWA;EAf;;0;;
9660;0330-0400;Mo-Sa;CVA;Radio Vaticana;SWA;EAf;;0;;
9660;2300-0300;;TWN;Radio Taiwan Int.;M;FE;k;1;;
9665;0000-2400;;B;Marumby-Voz Missionária;P;B;fp;1;;
9665;2055-0100;;CHN;China National Radio 5;M;CHN;B;1;;
9665;1400-1500;;CHN;China Radio Int.;TAM;SAs;ka;0;;
9665;1200-1300;;CHN;CNR1 Jammer;M;FE;;1;;
9665;1700-2200;SaSu;E;Radio Exterior España;S;Eu;;6;2810;2511
9665;1800-1900;Mo-Fr;E;Radio Exterior España;F;Eu;;6;2810;2511
9665;1900-2000;Mo-Fr;E;Radio Exterior España;E;Eu;;6;2810;2511
9665;1900-2000;Mo-Fr;E;Radio Exterior España;E;Eu;;6;1412;3103
9665;0430-0500;;F;Radio France Int.;SWA;EAf;/AFS;0;;
9665;1600-1615;We-Su;G;Bible Voice;FS;IRN;/D-w;0;;
9665;1330-1430;;IRN;IRIB Voice of I.R.Iran;J;J;k;6;0912;3103
9665;1730-1830;;IRN;IRIB Voice of I.R.Iran;SWA;EAf;k;0;;
9665;2000-1800;;KRE;KCBS Pyongyang;K;KRE;p;1;;
9665;1500-1553;;TUR;Voice of Turkey;A;ME;e;0;;
9665;1200-1300;;TWN;Radio Taiwan Int.;M;SEA;p;1;;
9670;1630-1730;;CHN;China Radio Int.;HA;NIG;k;0;;
9670;0100-0300;;CHN;CNR1 Jammer;M;FE;;0;;
9670;1400-1500;;CHN;CNR1 Jammer;M;FE;;0;;
9670;1900-2200;;J;NHK Radio Japan;J;ME;;0;;
9670;2330-2400;;PHL;Radio Veritas Asia;VN;SEA;p;0;;
9670;0100-0300;;USA;Radio Free Asia;TB;FE;/TJK;0;;
9670;1400-1500;;USA;Voice of America;TB;FE;/D-L;0;;
9675;0300-0900;;ARS;BSKSA 1;A;ME;;1;;
9675;0900-1500;;ARS;BSKSA 1;A;ME;;1;;
9675;1800-2100;;ARS;BSKSA Riad;TU;ME;;1;;
9675;0000-2400;;B;Rádio Cancao Nova;P;B;cp;1;;
9675;0600-0900;We-Mo;CHN;China National Radio 1;M;CHN;b;1;;
9675;0900-1000;;CHN;China National Radio 1;M;CHN;b;1;;
9675;2300-0600;;CHN;China National Radio 1;M;CHN;b;1;;
9675;1430-1530;;CHN;China Radio Int.;LAO;SEA;k;0;;
9675;0200-0600;;E;Radio Exterior España;S;NAm;/CTR;6;2810;2511
9675;0000-2400;;PRU;Radio del Pacifico;S;PRU;li;1;;
9677;0600-0700;246;AZE;Voice of Justice;AZ;Cau;s;1;;
9677;1400-1430;135;AZE;Voice of Justice;AZ;Cau;s;1;;
9680;0900-1000;;ALS;KNLS New Life Station;R;FE;ap;0;;
9680;1100-1200;;ALS;KNLS New Life Station;R;FE;ap;0;;
9680;1300-1400;;ALS;KNLS New Life Station;M;FE;ap;0;;
9680;1500-1600;;ALS;KNLS New Life Station;R;FE;ap;0;;
9680;1100-1700;;CHN;CNR1 Jammer;M;FE;;1;;
9680;0800-0820;We,Fr;INS;Radio Rep. Indonesia 4;E;SEA;j;1;;
9680;2200-1505;;INS;Radio Rep. Indonesia 4;IN;INS;j;1;;
9680;0500-0700;;RUS;Voice of Russia;R;WEu;s;6;2810;3112
9680;0045-0200;;TWN;Radio Taiwan Int.;;NAm;/USA-o;0;;
9680;1100-1700;;TWN;Radio Taiwan Int.;M;FE;t;1;;
9680;0200-0300;;USA;Radio Liberty;UZ;CAs;/CLN-i;6;2810;2411
9680;2100-2130;Mo-Fr;USA;Voice of America;F;Af;/CVA;0;;
9685.3;0000-2400;;B;Rádio Gazeta, Sao Paulo;P;B;sz;1;;
9685;0000-0600;;CHN;China National Radio 5;M;CHN;B;1;;
9685;0600-0900;Th-Tu;CHN;China National Radio 5;M;CHN;B;1;;
9685;0900-1000;;CHN;China National Radio 5;M;CHN;B;1;;
9685;1200-1300;;CHN;China Radio Int.;R;EEu;u;0;;
9685;1300-1400;;CHN;China Radio Int.;VN;SEA;x;0;;
9685;1400-1500;;CHN;China Radio Int.;VN;SEA;a;0;;
9685;1730-1830;;CHN;China Radio Int.;HA;NIG;k;0;;
9685;2200-2300;;CHN;China Radio Int.;P;SAm;ka;0;;
9685;2300-2400;;CHN;CNR1 Jammer;M;FE;;1;;
9685;1430-1530;;IRN;IRIB Voice of I.R.Iran;R;CAs;a;0;;
9685;2300-2400;;TWN;Radio Taiwan Int.;M;FE;t;1;;
9685;1930-2000;Su;USA;PanAmerican Broadcasting;E;NAf;/D-n;0;;
9685;1930-2000;We;USA;PanAmerican Broadcasting;E;NAf;/D-n;6;2111;0201
9689;0500-1500;;MDG;Radio Madagasikara;MSY;MDG;a;8;;
9690;0200-0300;;CHN;China Radio Int.;M;CAm;/E;0;;
9690;0300-0400;;CHN;China Radio Int.;E;CAm;/E;0;;
9690;1500-1600;;CHN;China Radio Int.;BE;SAs;k;0;;
9690;0100-0200;;CHN;CNR1 Jammer;M;FE;;0;;
9690;1000-1100;;CHN;CNR1 Jammer;M;FE;;0;;
9690;0415-0445;Tu;E;Radio Exterior España;SEF;NAm;;0;;
9690;1330-1500;;IND;All India Radio GOS;E;SEA;b;0;;
9690;2245-0045;;IND;All India Radio GOS;E;FE;b;0;;
9690;0100-0200;;KOR;KBS World Radio;VN;SEA;k;0;;
9690;0200-0300;;KOR;KBS World Radio;E;SEA;k;6;0101;3103
9690;0800-0900;;NIG;Voice of Nigeria;HA;WAf;i;1;;
9690;0900-1500;;NIG;Voice of Nigeria;E;WAf;i;1;;
9690;1600-1630;;NIG;Voice of Nigeria;SWA;WAf;i;1;;
9690;1630-1700;;NIG;Voice of Nigeria;YO;WAf;i;1;;
9690;1630-1700;;NIG;Voice of Nigeria;E;WAf;i;6;2411;2411
9690;1700-1730;;NIG;Voice of Nigeria;IG;WAf;i;1;;
9690;1900-2000;;NIG;Voice of Nigeria;HA;WAf;i;6;1911;3112
9690;2000-2030;;NIG;Voice of Nigeria;HA;WAf;i;1;0101;
9690;0600-0630;;ROU;Radio Romania Int.;F;WAf;t;0;;
9690;1700-1800;;ROU;Radio Romania Int.;F;SEu;t;0;;
9690;2300-2400;;TWN;Radio Taiwan Int.;S;CAm;/USA-o;0;;
9690;0100-0200;;USA;Radio Free Asia;UI;FE;/UAE;0;;
9690;1000-1100;;USA;Radio Free Asia;TB;FE;/LTU;0;;
9690;0500-0600;;USA;Voice of America;KU;ME;/D-L;0;;
9690;2030-2100;Mo-Fr;USA;Voice of America;HA;WAf;/D-w;0;;
9690;2100-2130;Mo-Fr;USA;Voice of America;F;CAf;/G-w;6;2012;3003
9695.3;0830-2100;;B;Rádio Rio Mar;P;SAm;m;3;;
9695;1730-1830;;CHN;China Radio Int.;M;ME;k;0;;
9695;1830-1900;;CHN;China Radio Int.;BU;SEE;j;0;;
9695;2300-2400;;CHN;China Radio Int.;J;FE;j;0;;
9695;1330-1400;;CVA;Radio Vaticana;R;Sib;;0;;
9695;0300-0330;;G;BBC;UR;SAs;/CYP;0;;
9695;0330-0430;;G;BBC;FS;IRN;/CYP;0;;
9695;1230-1300;;USA;Radio Free Asia;LAO;SEA;/MRA-s;6;2502;3103
9695;1600-1700;;USA;Radio Liberty;TJ;CAs;/D-L;0;;
9695;2100-2130;Mo-Fr;USA;Voice of America;F;CAf;/G-w;6;1212;1912
9695;1900-2000;;USA;WYFR Family Radio;F;WAf;/D-w;6;2810;2511
9700;0200-0300;;CHN;CNR1 Jammer;M;FE;;0;;
9700;1000-1300;;D;Radio 700;D;CEu;k;6;1501;3101
9700;0300-0700;;ERI;Voice of Broad Masses 2;Vn;EAf;;1;;
9700;0930-1100;;ERI;Voice of Broad Masses 2;Vn;EAf;;1;;
9700;1400-1800;;ERI;Voice of Broad Masses 2;Vn;EAf;;1;;
9700;0915-0945;;J;NHK Radio Japan;K;FE;;0;;
9700;0500-0700;;TUR;Voice of Turkey;TU;CEu;e;0;;
9700;1400-1700;;USA;Brother Stair;E;ME;/BUL-s;6;0103;3103
9700;1900-2200;;USA;Brother Stair;E;Eu;/BUL-s;6;2810;1812
9700;0200-0300;;USA;Radio Free Asia;TB;FE;/KWT;0;;
